DATE,T (degC)
2017-07-05,32
2017-07-06,34
2017-07-07,34
2017-07-08,29
2017-07-09,30
2017-07-10,31
2017-07-11,35
2017-07-12,34
2017-07-13,34
2017-07-14,31
2017-07-15,29
2017-07-16,30
2017-07-17,29
2017-07-18,33
2017-07-19,35
2017-07-20,31
2017-07-21,29
2017-07-22,29
2017-07-23,32
2017-07-24,30
2017-07-25,30
2017-07-26,29
2017-07-27,31
2017-07-28,35
2017-07-29,32
2017-07-30,33
2017-07-31,37
2017-08-01,38
2017-08-02,38
2017-08-03,34
2017-08-04,33
2017-08-05,32
2017-08-06,31
2017-08-07,32
2017-08-08,36
2017-08-09,33
2017-08-10,28
2017-08-11,27
2017-08-12,28
2017-08-13,29
2017-08-14,31
2017-08-15,35
2017-08-16,30
2017-08-17,29
2017-08-18,31
2017-08-19,30
2017-08-20,29
2017-08-21,28
2017-08-22,28
2017-08-23,31
2017-08-24,32
2017-08-25,31
2017-08-26,34
2017-08-27,35
2017-08-28,33
2017-08-29,33
2017-08-30,28
2017-08-31,28
2017-09-01,31
2017-09-02,26
2017-09-03,28
2017-09-04,31
2017-09-05,30
2017-09-06,28
2017-09-07,28
2017-09-08,28
2017-09-09,31
2017-09-10,24
2017-09-11,27
2017-09-12,29
2017-09-13,27
2017-09-14,30
2017-09-15,30
2017-09-16,27
2017-09-17,25
2017-09-18,26
2017-09-19,25
2017-09-20,25
2017-09-21,29
2017-09-22,28
2017-09-23,29
2017-09-24,25
2017-09-25,27
2017-09-26,27
2017-09-27,24
2017-09-28,24
2017-09-29,24
2017-09-30,23
2017-10-01,24
2017-10-02,23
2017-10-03,23
2017-10-04,24
2017-10-05,24
2017-10-06,21
2017-10-07,23
2017-10-08,23
2017-10-09,23
2017-10-10,25
2017-10-11,25
2017-10-12,25
2017-10-13,26
2017-10-14,27
2017-10-15,25
2017-10-16,26
2017-10-17,26
2017-10-18,27
2017-10-19,22
2017-10-20,20
2017-10-21,21
2017-10-22,22
2017-10-23,20
2017-10-24,21
2017-10-25,22
2017-10-26,25
2017-10-27,24
2017-10-28,21
2017-10-29,21
2017-10-30,21
2017-10-31,22
2017-11-01,21
2017-11-02,25
2017-11-03,27
2017-11-04,23
2017-11-05,20
2017-11-06,16
2017-11-07,16
2017-11-08,19
2017-11-09,14
2017-11-10,13
2017-11-11,15
2017-11-12,18
2017-11-13,16
2017-11-14,14
2017-11-15,14
2017-11-16,16
2017-11-17,16
2017-11-18,17
2017-11-19,18
2017-11-20,19
2017-11-21,19
2017-11-22,19
2017-11-23,19
2017-11-24,21
2017-11-25,22
2017-11-26,17
2017-11-27,15
2017-11-28,18
2017-11-29,22
2017-11-30,14
2017-12-01,13
2017-12-02,9
2017-12-03,10
2017-12-04,12
2017-12-05,14
2017-12-06,14
2017-12-07,14
2017-12-08,16
2017-12-09,12
2017-12-10,17
2017-12-11,19
2017-12-12,13
2017-12-13,13
2017-12-14,16
2017-12-15,16
2017-12-16,13
2017-12-17,11
2017-12-18,11
2017-12-19,11
2017-12-20,12
2017-12-21,11
2017-12-22,12
2017-12-23,13
2017-12-24,14
2017-12-25,15
2017-12-26,15
2017-12-27,14
2017-12-28,15
2017-12-29,17
2017-12-30,18
2017-12-31,20
2018-01-01,15
2018-01-02,16
2018-01-03,18
2018-01-04,19
2018-01-05,19
2018-01-06,19
2018-01-07,13
2018-01-08,13
2018-01-09,13
2018-01-10,12
2018-01-11,13
2018-01-12,12
2018-01-13,14
2018-01-14,13
2018-01-15,13
2018-01-16,15
2018-01-17,17
2018-01-18,17
2018-01-19,14
2018-01-20,14
2018-01-21,16
2018-01-22,18
2018-01-23,17
2018-01-24,17
2018-01-25,18
2018-01-26,13
2018-01-27,11
2018-01-28,15
2018-01-29,15
2018-01-30,15
2018-01-31,16
2018-02-01,16
2018-02-02,12
2018-02-03,10
2018-02-04,13
2018-02-05,13
2018-02-06,10
2018-02-07,11
2018-02-08,11
2018-02-09,9
2018-02-10,8
2018-02-11,10
2018-02-12,15
2018-02-13,13
2018-02-14,14
2018-02-15,15
2018-02-16,18
2018-02-17,16
2018-02-18,13
2018-02-19,13
2018-02-20,13
2018-02-21,13
2018-02-22,9
2018-02-23,11
2018-02-24,12
2018-02-25,12
2018-02-26,15
2018-02-27,12
2018-02-28,22
2018-03-01,19
2018-03-02,18
2018-03-03,18
2018-03-04,16
2018-03-05,16
2018-03-06,15
2018-03-07,14
2018-03-08,18
2018-03-09,21
2018-03-10,26
2018-03-11,18
2018-03-12,16
2018-03-13,17
2018-03-14,19
2018-03-15,18
2018-03-16,13
2018-03-17,14
2018-03-18,12
2018-03-19,14
2018-03-20,11
2018-03-21,9
2018-03-22,9
2018-03-23,14
2018-03-24,12
2018-03-25,11
2018-03-26,12
2018-03-27,16
2018-03-28,21
2018-03-29,21
2018-03-30,16
2018-03-31,14
2018-04-01,18
2018-04-02,24
2018-04-03,19
2018-04-04,19
2018-04-05,19
2018-04-06,25
2018-04-07,22
2018-04-08,15
2018-04-09,18
2018-04-10,16
2018-04-11,15
2018-04-12,16
2018-04-13,14
2018-04-14,12
2018-04-15,14
2018-04-16,19
2018-04-17,17
2018-04-18,18
2018-04-19,19
2018-04-20,22
2018-04-21,22
2018-04-22,25
2018-04-23,27
2018-04-24,27
2018-04-25,22
2018-04-26,17
2018-04-27,16
2018-04-28,22
2018-04-29,17
2018-04-30,16
2018-05-01,14
2018-05-02,16
2018-05-03,18
2018-05-04,18
2018-05-05,16
2018-05-06,18
2018-05-07,19
2018-05-08,17
2018-05-09,20
2018-05-10,21
2018-05-11,21
2018-05-12,21
2018-05-13,17
2018-05-14,19
2018-05-15,20
2018-05-16,22
2018-05-17,18
2018-05-18,17
2018-05-19,17
2018-05-20,18
2018-05-21,19
2018-05-22,21
2018-05-23,25
2018-05-24,29
2018-05-25,25
2018-05-26,25
2018-05-27,23
2018-05-28,20
2018-05-29,21
2018-05-30,21
2018-05-31,22
2018-06-01,22
2018-06-02,23
2018-06-03,21
2018-06-04,24
2018-06-05,22
2018-06-06,21
2018-06-07,21
2018-06-08,26
2018-06-09,27
2018-06-10,23
2018-06-11,23
2018-06-12,24
2018-06-13,24
2018-06-14,24
2018-06-15,25
2018-06-16,27
2018-06-17,26
2018-06-18,25
2018-06-19,24
2018-06-20,26
2018-06-21,27
2018-06-22,27
2018-06-23,29
2018-06-24,29
2018-06-25,28
2018-06-26,27
2018-06-27,28
2018-06-28,28
2018-06-29,29
2018-06-30,30
2018-07-01,28
2018-07-02,29
2018-07-03,31
2018-07-04,29
2018-07-05,29
2018-07-06,28
2018-07-07,32
2018-07-08,32
2018-07-09,28
2018-07-10,31
2018-07-11,31
2018-07-12,32
2018-07-13,33
2018-07-14,30
2018-07-15,31
2018-07-16,30
2018-07-17,30
2018-07-18,33
2018-07-19,32
2018-07-20,31
2018-07-21,29
2018-07-22,29
2018-07-23,30
2018-07-24,31
2018-07-25,30
2018-07-26,29
2018-07-27,30
2018-07-28,31
2018-07-29,33
2018-07-30,30
2018-07-31,29
2018-08-01,31
2018-08-02,32
2018-08-03,30
2018-08-04,30
2018-08-05,30
2018-08-06,30
2018-08-07,31
2018-08-08,33
2018-08-09,30
2018-08-10,31
2018-08-11,31
2018-08-12,31
2018-08-13,33
2018-08-14,30
2018-08-15,29
2018-08-16,29
2018-08-17,28
2018-08-18,28
2018-08-19,28
2018-08-20,28
2018-08-21,28
2018-08-22,29
2018-08-23,29
2018-08-24,28
2018-08-25,32
2018-08-26,31
2018-08-27,30
2018-08-28,31
2018-08-29,30
2018-08-30,29
2018-08-31,31
2018-09-01,31
2018-09-02,31
2018-09-03,34
2018-09-04,30
2018-09-05,29
2018-09-06,29
2018-09-07,28
2018-09-08,30
2018-09-09,29
2018-09-10,29
2018-09-11,30
2018-09-12,28
2018-09-13,25
2018-09-14,27
2018-09-15,31
2018-09-16,31
2018-09-17,31
2018-09-18,30
2018-09-19,28
2018-09-20,25
2018-09-21,26
2018-09-22,28
2018-09-23,28
2018-09-24,29
2018-09-25,27
2018-09-26,26
2018-09-27,25
2018-09-28,24
2018-09-29,25
2018-09-30,27
2018-10-01,24
2018-10-02,21
2018-10-03,21
2018-10-04,21
2018-10-05,23
2018-10-06,25
2018-10-07,27
2018-10-08,24
2018-10-09,24
2018-10-10,27
2018-10-11,26
2018-10-12,25
2018-10-13,25
2018-10-14,28
2018-10-15,22
2018-10-16,21
2018-10-17,19
2018-10-18,21
2018-10-19,23
2018-10-20,26
2018-10-21,26
2018-10-22,23
2018-10-23,20
2018-10-24,20
2018-10-25,22
2018-10-26,25
2018-10-27,24
2018-10-28,18
2018-10-29,15
2018-10-30,19
2018-10-31,18
2018-11-01,19
2018-11-02,17
2018-11-03,16
2018-11-04,17
2018-11-05,22
2018-11-06,17
2018-11-07,19
2018-11-08,22
2018-11-09,17
2018-11-10,17
2018-11-11,21
2018-11-12,21
2018-11-13,20
2018-11-14,20
2018-11-15,19
2018-11-16,19
2018-11-17,17
2018-11-18,19
2018-11-19,17
2018-11-20,18
2018-11-21,19
2018-11-22,20
2018-11-23,21
2018-11-24,15
2018-11-25,17
2018-11-26,17
2018-11-27,15
2018-11-28,17
2018-11-29,19
2018-11-30,19
2018-12-01,15
2018-12-02,17
2018-12-03,20
2018-12-04,20
2018-12-05,21
2018-12-06,19
2018-12-07,16
2018-12-08,16
2018-12-09,18
2018-12-10,17
2018-12-11,17
2018-12-12,17
2018-12-13,16
2018-12-14,12
2018-12-15,14
2018-12-16,19
2018-12-17,15
2018-12-18,17
2018-12-19,18
2018-12-20,16
2018-12-21,15
2018-12-22,17
2018-12-23,18
2018-12-24,19
2018-12-25,19
2018-12-26,16
2018-12-27,16
2018-12-28,14
2018-12-29,14
2018-12-30,13
2018-12-31,13
2019-01-01,18
2019-01-02,20
2019-01-03,14
2019-01-04,15
2019-01-05,14
2019-01-06,19
2019-01-07,16
2019-01-08,17
2019-01-09,15
2019-01-10,13
2019-01-11,10
2019-01-12,12
2019-01-13,17
2019-01-14,19
2019-01-15,19
2019-01-16,20
2019-01-17,17
2019-01-18,15
2019-01-19,14
2019-01-20,12
2019-01-21,12
2019-01-22,12
2019-01-23,13
2019-01-24,11
2019-01-25,14
2019-01-26,20
2019-01-27,18
2019-01-28,15
2019-01-29,15
2019-01-30,14
2019-01-31,17
2019-02-01,18
2019-02-02,13
2019-02-03,10
2019-02-04,10
2019-02-05,12
2019-02-06,17
2019-02-07,20
2019-02-08,19
2019-02-09,21
2019-02-10,23
2019-02-11,16
2019-02-12,14
2019-02-13,18
2019-02-14,23
2019-02-15,20
2019-02-16,21
2019-02-17,19
2019-02-18,20
2019-02-19,19
2019-02-20,19
2019-02-21,16
2019-02-22,19
2019-02-23,19
2019-02-24,16
2019-02-25,17
2019-02-26,15
2019-02-27,17
2019-02-28,21
2019-03-01,21
2019-03-02,19
2019-03-03,23
2019-03-04,24
2019-03-05,22
2019-03-06,27
2019-03-07,19
2019-03-08,16
2019-03-09,17
2019-03-10,19
2019-03-11,18
2019-03-12,24
2019-03-13,20
2019-03-14,17
2019-03-15,20
2019-03-16,26
2019-03-17,25
2019-03-18,20
2019-03-19,14
2019-03-20,14
2019-03-21,11
2019-03-22,15
2019-03-23,16
2019-03-24,21
2019-03-25,22
2019-03-26,17
2019-03-27,16
2019-03-28,17
2019-03-29,18
2019-03-30,22
2019-03-31,19
2019-04-01,17
2019-04-02,22
2019-04-03,23
2019-04-04,16
2019-04-05,19
2019-04-06,17
2019-04-07,14
2019-04-08,18
2019-04-09,18
2019-04-10,17
2019-04-11,18
2019-04-12,18
2019-04-13,19
2019-04-14,21
2019-04-15,23
2019-04-16,23
2019-04-17,25
2019-04-18,24
2019-04-19,15
2019-04-20,14
2019-04-21,17
2019-04-22,17
2019-04-23,24
2019-04-24,20
2019-04-25,25
2019-04-26,19
2019-04-27,21
2019-04-28,22
2019-04-29,21
2019-04-30,21
2019-05-01,25
2019-05-02,25
2019-05-03,21
2019-05-04,17
2019-05-05,19
2019-05-06,23
2019-05-07,27
2019-05-08,27
2019-05-09,25
2019-05-10,27
2019-05-11,29
2019-05-12,22
2019-05-13,20
2019-05-14,22
2019-05-15,27
2019-05-16,26
2019-05-17,21
2019-05-18,23
2019-05-19,22
2019-05-20,23
2019-05-21,25
2019-05-22,25
2019-05-23,26
2019-05-24,26
2019-05-25,21
2019-05-26,19
2019-05-27,25
2019-05-28,27
2019-05-29,22
2019-05-30,23
2019-05-31,22
2019-06-01,24
2019-06-02,29
2019-06-03,30
2019-06-04,31
2019-06-05,28
2019-06-06,25
2019-06-07,27
2019-06-08,25
2019-06-09,24
2019-06-10,26
2019-06-11,26
2019-06-12,26
2019-06-13,41
2019-06-14,27
2019-06-15,25
2019-06-16,24
2019-06-17,24
2019-06-18,29
2019-06-19,28
2019-06-20,27
2019-06-21,26
2019-06-22,25
2019-06-23,30
2019-06-24,29
2019-06-25,29
2019-06-26,31
2019-06-27,32
2019-06-28,31
2019-06-29,33
2019-06-30,32
2019-07-01,30
2019-07-02,29
2019-07-03,28
2019-07-04,29
2019-07-05,32
2019-07-06,32
2019-07-07,37
2019-07-08,38
2019-07-09,29
2019-07-10,28
2019-07-11,29
2019-07-12,32
2019-07-13,30
2019-07-14,29
2019-07-15,30
2019-07-16,29
2019-07-17,31
2019-07-18,29
2019-07-19,32
2019-07-20,35
2019-07-21,32
2019-07-22,32
2019-07-23,33
2019-07-24,33
2019-07-25,34
2019-07-26,32
2019-07-27,31
2019-07-28,28
2019-07-29,30
2019-07-30,29
2019-07-31,31
2019-08-01,33
2019-08-02,31
2019-08-03,30
2019-08-04,31
2019-08-05,32
2019-08-06,33
2019-08-07,35
2019-08-08,34
2019-08-09,35
2019-08-10,34
2019-08-11,32
2019-08-12,31
2019-08-13,27
2019-08-14,28
2019-08-15,30
2019-08-16,32
2019-08-17,34
2019-08-18,36
2019-08-19,32
2019-08-20,31
2019-08-21,28
2019-08-22,27
2019-08-23,29
2019-08-24,27
2019-08-25,28
2019-08-26,30
2019-08-27,34
2019-08-28,29
2019-08-29,29
2019-08-30,28
2019-08-31,28
2019-09-01,30
2019-09-02,29
2019-09-03,29
2019-09-04,28
2019-09-05,27
2019-09-06,27
2019-09-07,27
2019-09-08,27
2019-09-09,28
2019-09-10,29
2019-09-11,24
2019-09-12,25
2019-09-13,33
2019-09-14,35
2019-09-15,36
2019-09-16,27
2019-09-17,28
2019-09-18,31
2019-09-19,27
2019-09-20,28
2019-09-21,33
2019-09-22,26
2019-09-23,29
2019-09-24,29
2019-09-25,29
2019-09-26,28
2019-09-27,32
2019-09-28,30
2019-09-29,32
2019-09-30,32
2019-10-01,32
2019-10-02,26
2019-10-03,25
2019-10-04,29
2019-10-05,30
2019-10-06,29
2019-10-07,26
2019-10-08,25
2019-10-09,28
2019-10-10,25
2019-10-11,29
2019-10-12,33
2019-10-13,31
2019-10-14,32
2019-10-15,24
2019-10-16,24
2019-10-17,25
2019-10-18,27
2019-10-19,28
2019-10-20,29
2019-10-21,21
2019-10-22,29
2019-10-23,21
2019-10-24,20
2019-10-25,21
2019-10-26,21
2019-10-27,22
2019-10-28,22
2019-10-29,24
2019-10-30,24
2019-10-31,23
2019-11-01,23
2019-11-02,25
2019-11-03,23
2019-11-04,23
2019-11-05,20
2019-11-06,18
2019-11-07,20
2019-11-08,18
2019-11-09,17
2019-11-10,15
2019-11-11,14
2019-11-12,14
2019-11-13,17
2019-11-14,20
2019-11-15,15
2019-11-16,13
2019-11-17,16
2019-11-18,14
2019-11-19,15
2019-11-20,17
2019-11-21,18
2019-11-22,21
2019-11-23,18
2019-11-24,16
2019-11-25,17
2019-11-26,21
2019-11-27,21
2019-11-28,21
2019-11-29,21
2019-11-30,23
2019-12-01,21
2019-12-02,19
2019-12-03,18
2019-12-04,16
2019-12-05,19
2019-12-06,22
2019-12-07,19
2019-12-08,17
2019-12-09,16
2019-12-10,14
2019-12-11,18
2019-12-12,15
2019-12-13,18
2019-12-14,18
2019-12-15,20
2019-12-16,20
2019-12-17,20
2019-12-18,16
2019-12-19,19
2019-12-20,20
2019-12-21,21
2019-12-22,19
2019-12-23,17
2019-12-24,23
2019-12-25,22
2019-12-26,20
2019-12-27,18
2019-12-28,17
2019-12-29,15
2019-12-30,16
2019-12-31,15
2020-01-01,17
2020-01-02,19
2020-01-03,19
2020-01-04,13
2020-01-05,17
2020-01-06,18
2020-01-07,15
2020-01-08,15
2020-01-09,15
2020-01-10,13
2020-01-11,12
2020-01-12,10
2020-01-13,14
2020-01-14,20
2020-01-15,16
2020-01-16,16
2020-01-17,18
2020-01-18,17
2020-01-19,14
2020-01-20,14
2020-01-21,18
2020-01-22,18
2020-01-23,19
2020-01-24,21
2020-01-25,20
2020-01-26,16
2020-01-27,19
2020-01-28,17
2020-01-29,19
2020-01-30,20
2020-01-31,18
